temperature,rainfall,humidity
78.15,34.43,54.65
90.6,80.38,80.66
57.9,94.36,52.84
61.68,72.53,42.85
48.28,31.13,67.42
26.44,63.65,98.78
41.82,29.39,83.23
60.98,28.57,32.96
38.7,48.31,78.7
63.43,65.74,51.88
71.14,48.46,37.82
32.1,59.41,82.8
67.88,65.02,67.76
87.78,46.9,49.5
29.3,46.75,65.41
38.78,23.15,69.25
30.59,46.67,73.18
67.63,93.8,98.13
73.72,29.33,68.02
46.6,26.26,80.56
83.0,24.26,48.55
67.43,50.6,51.55
45.08,29.63,67.69
79.77,84.68,98.32
51.24,41.71,88.68
78.26,68.43,46.34
34.95,44.94,31.68
85.31,35.11,54.22
53.82,52.2,96.36
53.1,41.8,56.27
73.6,33.79,69.62
80.06,81.17,49.27
57.37,82.75,93.64
59.99,34.65,96.07
42.74,45.96,98.39
71.63,66.22,96.08
37.42,69.85,83.3
90.32,38.89,42.02
64.22,89.22,38.09
89.23,61.28,58.39
60.46,72.82,96.49
67.03,22.5,33.46
64.17,61.83,69.55
64.51,76.21,96.91
35.48,35.07,59.52
32.39,37.76,40.95
50.42,30.58,74.73
90.45,94.78,56.0
54.5,68.76,64.76
85.0,52.03,39.92
31.43,23.92,92.24
54.43,49.62,36.13
83.54,59.63,49.65
86.35,37.52,83.29
42.91,38.21,63.84
59.43,71.77,42.57
29.65,23.92,67.56
37.72,29.2,72.98
51.19,27.48,69.44
43.22,20.39,87.42
67.04,44.29,44.5
45.95,65.69,74.9
89.61,31.94,39.97
28.39,65.35,95.86
26.23,35.54,56.3
90.42,77.24,59.6
49.49,82.8,67.5
79.36,21.91,82.89
46.82,61.16,41.56
72.01,63.96,86.85
28.16,25.68,91.67
84.2,57.98,33.05
69.1,21.31,70.3
68.82,61.98,45.03
84.49,48.6,70.3
34.39,55.98,38.27
68.76,65.54,48.25
87.37,47.2,48.38
25.66,92.94,44.75
79.21,51.5,98.81
82.2,78.35,78.28
70.53,58.45,85.07
64.36,78.45,56.92
30.72,47.91,51.31
45.78,63.23,45.1
60.56,90.6,85.9
64.38,65.84,65.36
84.85,36.25,29.21
57.11,56.94,82.71
82.42,58.88,95.88
41.62,67.62,89.84
68.05,80.1,80.89
65.04,84.34,34.28
67.25,39.09,73.97
60.39,85.98,78.15
68.05,44.08,77.71
49.9,22.32,61.44
30.06,91.82,55.85
47.83,72.14,39.98
71.64,82.18,41.24
45.97,40.34,31.87
72.67,62.81,81.31
77.06,64.56,83.32
71.01,81.72,33.85
58.83,36.38,91.31
25.25,47.61,64.13
50.12,39.1,72.26
32.14,69.43,74.25
56.11,91.77,65.78
59.49,36.85,43.49
67.66,48.23,79.61
55.29,31.14,58.13
65.86,86.97,82.82
43.17,78.54,65.5
77.26,39.18,73.0
59.58,26.79,56.68
49.17,55.77,91.76
84.38,65.45,42.22
66.46,60.21,37.84
36.25,79.8,73.43
79.0,25.81,61.07
65.78,55.55,80.72
42.23,85.59,37.69
72.7,62.89,36.87
55.9,78.54,34.07
43.29,77.15,54.37
56.19,37.69,60.05
34.8,32.13,64.45
37.16,38.81,50.1
74.72,55.21,47.85
55.69,25.23,41.08
63.4,34.74,98.79
52.79,26.81,32.05
42.99,87.25,34.08
86.74,77.1,39.79
59.27,78.49,51.05
83.96,68.15,73.12
58.5,86.6,88.57
87.24,84.72,56.28
67.01,25.03,90.12
85.27,44.35,89.3
89.68,25.18,48.74
50.27,57.33,73.14
73.39,79.4,89.51
36.32,91.18,68.21
89.05,66.49,49.91
35.18,71.64,69.59
64.5,36.87,36.1
74.59,86.37,74.54
38.38,25.23,55.01
75.33,47.98,98.99
48.09,35.21,38.9
70.82,39.87,76.83
34.5,67.44,96.46
64.43,77.76,49.33
50.89,59.28,54.58
64.2,87.63,42.38
43.79,74.64,45.45
44.87,38.8,88.78
68.83,33.26,66.81
30.61,51.99,82.42
56.22,78.58,63.43
35.9,20.13,96.42
67.84,94.56,95.72
84.54,63.84,78.19
52.37,63.43,43.52
59.6,24.5,74.99
61.68,73.54,74.29
75.39,43.89,85.89
68.08,29.13,72.63
75.39,67.97,76.51
27.7,92.21,92.96
79.53,21.11,49.29
78.39,82.85,79.46
38.33,63.7,89.96
68.76,70.72,81.27
81.91,80.4,64.45
47.89,37.92,72.99
85.45,60.31,91.58
33.42,92.47,40.27
36.07,53.45,84.47
85.67,46.92,32.8
43.11,75.6,31.61
50.83,82.51,62.11
65.57,45.8,36.86
41.83,37.31,41.22
80.87,75.81,30.66
51.97,91.43,65.4
83.57,39.03,68.02
32.38,82.82,84.85
35.8,49.11,65.33
42.58,29.78,83.58
78.24,76.67,77.36
28.47,89.27,56.08
38.67,62.92,67.64
67.04,72.56,80.63
76.78,64.59,64.89
59.36,62.72,45.71
25.21,55.97,70.74
85.03,46.47,87.19
70.36,71.06,49.83
86.84,45.61,37.04
29.61,21.93,49.84
82.71,76.15,77.05
77.2,29.09,73.0
27.33,45.13,64.48
68.98,50.27,76.86
63.18,47.13,74.0
35.46,73.97,66.78
87.31,67.47,55.72
57.48,44.39,34.9
56.37,75.54,50.06
36.54,56.32,41.25
44.2,92.7,62.76
89.21,66.63,66.34
62.16,27.53,35.51
66.51,66.96,63.01
52.17,41.87,92.91
26.97,73.26,56.68
56.64,39.49,38.05
68.39,95.43,87.87
29.66,25.78,90.85
37.09,21.32,63.26
44.48,21.21,75.78
62.76,45.85,55.19
51.53,45.69,79.58
85.7,36.35,67.28
28.27,51.71,78.64
76.27,57.32,67.12
82.28,24.51,35.18
76.02,57.3,50.02
56.44,30.23,74.94
32.51,77.74,52.7
84.25,35.58,86.72
52.49,57.52,42.05
64.82,78.68,55.81
41.29,57.67,38.31
71.2,88.64,83.75
58.87,43.74,56.17
69.42,86.46,63.06
48.86,34.84,34.04
25.66,63.67,48.93
56.72,48.1,93.37
37.26,68.16,79.3
62.42,29.61,71.7
63.23,31.99,45.39
36.56,83.41,35.43
83.35,57.81,67.79
62.24,74.18,66.83
53.91,24.16,62.9
73.88,22.31,73.69
31.93,94.1,30.95
66.83,47.96,28.95
50.89,61.05,83.67
51.73,27.55,51.66
84.69,49.86,88.62
86.67,95.62,71.2
71.87,86.14,80.43
39.13,36.16,35.66
81.14,86.61,93.96
53.43,75.24,29.2
69.72,84.68,83.45
79.26,42.02,81.29
73.96,45.42,50.08
46.29,77.85,33.35
79.57,77.12,73.08
88.56,42.67,29.23
63.67,54.09,56.23
72.11,82.28,59.86
76.56,83.02,38.15
71.82,61.83,54.71
64.29,70.44,39.82
52.46,30.87,95.39
35.36,72.01,32.37
42.91,73.29,49.91
62.36,21.32,32.92
39.12,44.03,98.6
75.09,60.49,91.39
67.58,25.43,28.18
54.05,53.48,64.36
66.44,45.2,85.25
32.5,41.88,52.06
61.67,49.7,74.58
48.0,95.82,71.51
75.39,90.31,34.59
87.85,25.91,41.33
54.3,83.97,54.79
31.4,22.67,95.03
75.01,79.91,58.64
36.5,85.85,92.89
28.36,73.48,97.93
35.93,68.41,89.07
61.46,67.26,76.16
84.51,66.32,55.06
62.44,49.99,56.69
33.1,56.08,58.96
81.17,44.56,48.16
69.23,43.7,97.7
66.09,81.98,41.2
71.23,21.29,98.57
75.36,70.92,58.4
72.77,24.8,81.97
28.33,88.07,85.8
27.83,87.1,29.7
86.74,28.48,68.2
85.7,88.96,73.1
43.84,41.41,94.76
68.34,66.1,81.85
51.05,71.59,59.59
37.7,61.55,30.07
85.6,83.87,40.96
43.15,29.55,32.06
64.19,26.28,78.08
80.94,41.4,40.98
85.91,25.03,33.81
48.41,87.21,68.57
32.05,60.41,63.95
83.1,64.12,78.77
74.26,45.84,36.16
42.38,45.19,91.0
87.52,52.94,41.29
63.34,26.56,83.75
73.49,43.72,77.62
41.11,47.06,73.14
36.07,76.01,90.02
28.74,37.74,96.88
89.98,50.7,66.11
44.93,95.07,34.68
63.29,77.51,41.31
65.87,88.59,83.87
61.69,67.7,67.17
65.73,31.11,85.32
79.61,26.68,31.75
85.77,79.21,44.02
46.28,71.5,89.01
40.43,92.37,47.58
37.68,55.75,71.58
47.75,82.82,80.61
69.89,77.5,55.64
68.38,39.86,63.37
81.55,39.18,58.75
85.26,73.43,86.55
62.51,91.64,79.75
46.49,78.81,95.71
50.6,86.74,82.58
78.64,65.23,48.48
33.97,64.39,34.2
32.1,40.09,82.54
58.15,80.82,74.08
59.78,32.38,40.42
35.53,39.96,33.14
88.26,31.74,79.18
27.71,39.71,94.1
54.36,45.85,80.66
46.88,31.89,76.91
87.69,69.89,86.53
53.11,34.68,83.31
31.78,45.62,98.56
60.2,95.05,62.66
75.48,77.75,87.31
32.88,52.97,54.01
28.54,41.47,44.33
45.19,50.76,81.27
35.83,53.38,96.05
40.02,52.3,55.24
49.77,68.95,44.28
56.62,79.84,81.34
86.02,95.29,30.38
83.9,27.43,66.26
60.4,65.94,34.35
86.97,54.58,48.59
58.81,71.49,54.32
69.97,54.9,63.89
60.14,61.89,81.83
27.88,57.09,96.44
82.12,35.53,87.12
36.46,81.16,28.66
87.79,86.46,42.8
47.38,87.34,85.4
49.48,30.46,78.86
78.7,89.61,41.27
44.97,38.7,93.58
25.83,82.19,40.95
83.6,38.41,69.76
32.89,49.71,84.71
26.44,64.75,49.02
33.84,32.18,47.93
54.55,83.05,89.23
62.01,79.98,33.92
74.47,53.55,39.58
51.43,32.96,93.12
82.4,93.97,45.4
31.97,49.79,33.46
78.15,47.28,28.38
84.98,70.56,72.21
69.89,41.74,94.28
62.01,81.78,88.06
62.94,95.09,75.5
41.78,95.62,74.57
62.06,51.01,38.15
72.05,64.68,73.75
82.69,30.42,96.05
25.77,48.23,42.22
73.97,60.16,37.86
78.4,89.42,54.6
69.12,88.35,58.96
72.72,83.66,36.43
32.13,44.27,59.97
34.51,43.95,47.47
90.31,30.97,58.72
51.06,56.01,78.78
29.67,77.45,49.45
79.69,26.0,84.09
65.1,80.61,28.29
33.52,60.18,46.03
69.81,73.8,60.98
69.56,57.82,60.95
35.02,76.89,50.67
64.41,69.56,92.75
82.77,76.61,98.39
64.67,41.96,82.75
47.66,76.51,62.81
58.87,90.01,50.59
51.94,66.75,67.81
90.53,26.66,65.19
81.86,43.11,67.66
86.66,39.63,93.2
74.18,78.38,87.07
90.52,25.75,48.81
26.55,35.57,88.12
90.45,74.63,55.29
48.62,85.88,59.97
28.87,26.51,39.75
73.7,32.43,64.66
56.22,82.56,61.39
85.37,40.22,38.44
38.88,69.79,67.13
67.53,93.52,94.26
70.08,49.87,46.77
87.58,85.61,66.77
26.16,72.93,60.1
34.67,51.79,29.85
26.78,77.34,43.48
57.83,92.48,51.12
57.52,48.85,50.3
52.16,75.08,29.24
73.92,31.86,84.15
85.67,49.63,43.1
47.4,74.47,70.81
36.27,49.25,98.79
63.88,71.28,36.04
77.12,86.45,48.2
46.19,33.27,98.61
64.72,58.21,42.87
37.33,31.08,86.44
59.07,59.83,40.99
60.26,30.14,49.45
57.54,60.6,62.15
55.37,44.84,78.7
72.58,84.96,51.4
47.06,51.0,85.96
38.91,53.25,87.93
55.28,44.84,77.06
47.42,58.64,32.47
79.16,47.47,92.47
26.41,21.89,62.18
40.2,38.46,89.62
54.92,25.18,29.3
65.48,88.42,42.12
70.87,69.41,79.11
50.78,41.82,78.42
80.38,93.01,29.82
48.36,87.31,78.83
29.44,60.22,55.99
29.95,57.2,45.01
85.48,25.02,53.93
67.48,23.18,83.99
86.95,45.98,88.84
83.77,44.19,28.02
72.35,81.94,92.72
73.63,26.03,87.8
65.88,66.28,45.02
52.58,63.71,73.06
37.65,79.76,47.16
86.99,83.28,74.84
56.58,86.62,44.96
69.56,75.22,32.41
37.86,28.07,94.72
61.19,81.25,72.56
64.88,45.31,92.01
50.53,68.63,36.85
49.89,49.46,92.43
67.77,43.09,93.32
79.14,91.65,51.72
80.38,35.48,78.47
58.12,42.74,61.84
30.57,41.93,44.83
74.39,32.48,43.87
76.29,73.57,93.24
58.29,66.09,65.26
44.11,48.71,85.53
86.24,72.1,34.85
41.2,51.03,53.31
42.3,25.32,75.02
60.2,54.74,75.93
59.79,85.43,41.58
40.41,66.23,44.19
60.57,28.62,69.78
76.07,27.62,61.89
63.41,83.48,59.23
67.9,47.55,67.99
41.92,88.65,35.82
57.57,31.2,80.71
61.58,78.26,87.21
30.96,68.12,74.85
28.78,47.44,93.7
77.47,71.39,94.99
52.74,59.88,74.98
28.06,49.24,58.7
54.67,54.68,51.42
46.62,50.72,44.8
34.67,29.45,29.31
28.45,57.29,38.74
74.24,36.15,69.75
71.44,29.07,93.29
68.34,32.8,46.03
81.58,50.06,53.98
26.86,87.26,43.99
35.15,40.78,31.7
43.33,51.78,69.44
90.48,21.54,53.91
31.88,21.65,77.7
47.9,52.25,75.84
65.75,52.98,71.65
35.13,20.45,65.12
64.46,78.58,98.16
40.11,65.73,39.76
76.48,64.99,95.97
32.52,51.77,76.7
56.86,26.1,28.88
60.9,77.47,39.49
87.32,49.25,45.9
74.47,50.74,51.84
49.54,57.7,72.88
81.89,56.27,44.07
34.95,85.34,28.62
66.95,58.42,74.04
25.88,90.64,80.39
27.56,34.72,79.76
25.12,30.59,87.9
53.21,36.48,78.31
77.65,41.68,82.58
58.38,72.67,97.47
44.76,78.03,51.04
47.38,65.58,87.45
66.02,84.5,56.65
43.53,40.05,45.31
56.35,51.78,86.93
30.2,77.48,36.69
26.47,67.08,29.22
53.48,68.87,41.72
39.38,86.71,61.54
37.59,25.56,37.04
59.61,81.66,72.99
35.36,25.73,30.69
38.5,58.59,70.61
87.74,68.66,83.36
90.25,86.72,45.53
48.91,62.44,75.33
47.75,28.05,88.28
72.99,62.17,95.57
83.11,32.28,28.73
54.65,75.51,93.15
51.69,29.04,88.64
77.43,59.6,80.76
28.68,82.18,61.09
86.29,56.91,88.0
82.5,58.69,35.63
70.2,49.53,52.56
34.9,62.0,32.07
83.75,37.66,59.92
37.5,87.84,61.77
83.07,52.72,87.48
34.8,47.31,82.3
40.68,81.39,74.03
67.8,58.88,59.98
37.24,49.39,45.13
71.45,93.22,83.34
45.48,44.41,70.54
31.49,20.57,48.65
69.42,23.62,44.98
48.13,95.43,73.07
67.38,64.67,53.39
69.37,70.89,66.12
82.47,51.58,54.96
65.46,32.6,74.09
59.13,47.48,95.37
78.35,27.26,81.18
30.53,81.52,42.99
41.54,90.92,69.16
61.52,67.94,68.08
42.62,70.58,44.29
59.23,94.02,75.53
50.6,88.74,47.47
35.94,41.35,28.65
51.44,25.09,75.3
45.46,74.95,34.86
30.52,95.96,43.75
51.47,55.52,32.82
54.11,32.42,52.75
38.72,42.57,91.53
72.07,27.19,79.51
86.12,68.58,96.73
90.68,47.63,39.25
34.58,62.09,64.6
40.81,82.75,83.39
76.7,35.42,32.74
37.74,37.73,69.84
61.18,93.54,42.94
59.56,83.9,96.83
75.69,67.78,29.34
90.17,65.02,50.37
69.51,66.35,77.07
35.84,47.15,35.27
66.63,26.6,66.41
66.74,83.71,54.17
31.62,87.91,79.2
68.67,29.13,76.87
48.86,53.84,68.4
37.0,20.23,68.05
47.08,35.63,98.43
60.13,76.95,29.94
89.36,66.43,38.27
47.23,54.29,70.21
59.76,27.92,97.7
69.13,50.21,76.93
68.58,74.23,35.98
82.15,45.52,80.26
32.3,40.09,62.56
47.8,46.43,86.76
53.09,44.25,89.27
71.72,62.13,51.47
90.23,82.1,94.15
53.3,31.64,72.52
80.63,45.66,57.92
48.77,41.63,48.59
49.3,76.65,58.44
79.35,79.59,69.4
43.69,79.04,79.88
72.19,89.9,89.94
88.6,39.89,39.3
52.49,52.13,34.88
34.97,54.74,46.89
44.74,65.76,77.68
68.0,20.45,37.8
86.51,46.46,94.71
32.27,54.11,47.11
70.97,82.89,32.47
49.94,89.55,42.21
34.94,54.92,56.24
77.3,20.77,60.36
38.25,78.31,73.18
59.62,44.55,57.58
31.09,56.1,94.58
31.54,73.67,45.62
75.51,67.64,75.01
72.33,84.5,46.1
80.9,81.17,70.81
77.31,57.86,96.66
51.81,27.13,34.97
52.02,82.08,92.07
34.38,89.5,90.21
88.68,48.84,29.68
46.25,22.03,56.38
85.33,93.99,91.26
74.79,54.28,69.37
31.18,57.97,79.2
39.07,26.78,74.21
73.39,36.44,87.79
77.6,36.62,97.92
27.84,70.1,40.89
76.17,27.79,61.57
85.23,83.03,35.79
51.44,46.41,73.1
61.08,21.69,50.47
54.0,40.22,62.78
35.64,32.75,33.47
71.38,50.7,72.02
72.0,58.19,92.27
80.95,85.12,48.26
74.84,45.03,65.99
60.13,20.58,93.35
47.24,74.3,75.73
45.14,71.86,46.65
61.49,90.99,57.52
84.01,81.54,53.1
66.66,51.41,50.6
33.49,57.03,96.51
57.05,76.54,65.27
65.97,32.44,38.23
72.41,95.41,50.61
76.57,44.16,66.04
46.4,45.48,87.67
78.77,64.13,94.46
90.88,76.87,64.69
67.5,74.21,61.58
75.99,78.24,81.82
35.61,30.5,92.38
74.19,52.02,70.59
71.86,31.96,86.61
33.36,36.76,66.26
25.27,81.86,88.31
58.52,52.1,82.64
70.52,48.51,41.12
50.45,21.48,87.49
59.12,64.33,65.95
77.57,27.05,45.13
71.42,44.05,35.87
78.68,21.62,95.32
63.73,43.31,29.54
49.25,23.78,64.95
69.4,39.82,68.08
62.58,75.8,74.11
84.97,55.5,98.07
84.95,68.87,89.88
75.68,21.59,63.86
37.14,64.4,51.15
55.42,66.97,70.44
25.26,68.87,45.6
68.71,93.09,91.5
90.39,69.8,97.53
30.75,41.68,34.16
71.91,69.51,78.52
30.36,26.47,87.84
51.91,71.24,92.35
38.17,28.53,94.39
64.35,82.23,96.15
48.07,67.79,33.77
71.57,84.24,84.38
32.27,74.8,62.17
40.69,85.21,83.05
54.17,87.71,74.16
46.83,25.64,51.17
79.33,60.55,80.66
61.28,71.54,75.95
53.58,54.91,96.63
68.94,20.06,62.4
47.81,57.15,53.4
49.77,52.02,89.93
77.78,26.85,92.28
79.61,68.31,86.47
32.45,33.13,32.85
73.14,80.53,42.38
56.14,77.27,76.67
42.53,65.3,47.7
83.89,76.59,65.34
56.71,61.75,89.98
59.0,66.72,80.41
69.33,53.48,57.51
25.97,22.64,90.19
88.63,33.81,97.52
72.07,38.85,69.23
55.43,55.17,94.49
50.12,66.62,43.49
57.08,85.26,33.79
62.23,42.26,96.0
75.76,59.71,35.34
35.33,40.34,35.85
70.27,89.76,64.82
64.27,29.48,92.16
77.38,77.07,83.74
46.97,54.28,85.72
69.34,95.54,63.58
35.01,75.47,39.34
90.83,87.7,84.26
29.92,55.86,94.84
62.2,33.9,75.53
25.22,30.13,76.07
67.94,34.38,45.76
53.4,35.25,32.03
66.51,23.78,40.68
63.75,43.44,29.35
81.84,90.71,55.22
90.08,93.47,94.05
85.11,69.57,49.35
47.86,86.63,34.61
88.46,92.72,66.63
43.4,37.71,63.31
30.04,47.76,58.67
71.53,49.16,56.33
25.66,71.26,64.41
71.68,22.56,95.43
88.5,82.37,47.58
29.53,54.87,60.74
56.49,61.56,85.74
79.76,64.54,45.11
31.78,73.38,96.71
49.17,52.92,74.26
88.38,74.03,96.71
35.28,86.54,84.1
30.33,70.11,87.85
83.43,91.71,71.52
39.62,42.51,55.49
57.27,72.08,58.25
81.43,26.63,93.78
61.93,36.77,83.06
31.17,69.8,29.15
66.72,95.58,64.28
55.18,55.47,63.79
45.71,26.82,37.01
59.73,51.59,60.63
67.62,62.16,46.37
38.18,39.84,42.04
26.24,22.3,90.45
25.01,28.25,80.68
38.44,30.85,42.92
54.53,86.67,35.91
66.32,74.37,35.56
60.75,59.52,48.19
37.27,20.28,60.86
76.58,94.49,62.12
56.63,54.41,70.09
55.79,61.22,33.77
37.9,70.42,48.31
41.25,86.69,90.46
50.46,45.25,88.01
56.48,55.22,79.22
25.73,33.78,48.92
62.57,28.94,88.91
27.17,20.39,36.98
46.05,94.88,83.64
50.66,60.38,95.81
69.06,62.4,77.1
35.21,26.47,45.18
81.24,69.72,96.04
51.39,65.13,65.27
39.72,48.53,66.01
51.69,76.3,52.56
56.04,32.97,98.4
56.29,30.48,40.45
89.31,34.67,70.06
89.47,87.14,57.81
75.0,77.54,95.44
90.94,92.46,94.02
49.81,53.94,74.87
78.02,90.37,87.0
27.21,71.05,69.61
36.1,63.35,39.6
37.93,42.55,82.01
40.87,84.16,33.13
27.18,58.5,90.44
27.78,73.74,53.33
73.81,31.31,87.05
36.48,84.45,52.71
37.35,38.08,97.99
44.22,91.57,33.76
67.62,63.18,59.42
73.99,60.32,91.08
79.97,61.73,78.19
81.1,95.84,94.23
30.39,69.86,84.46
43.92,38.76,38.84
81.81,59.71,34.56
27.79,67.21,70.24
50.83,69.42,85.49
81.56,83.87,76.87
56.49,66.59,85.1
69.01,45.81,72.51
47.04,58.16,52.87
59.88,25.11,97.63
70.74,51.93,45.32
45.8,60.26,88.89
73.73,88.91,37.55
79.47,78.06,41.11
35.2,52.19,94.28
86.18,95.44,37.14
39.05,58.3,90.51
36.32,29.56,52.39
70.81,64.29,35.34
45.18,62.57,62.46
90.42,54.54,54.87
49.91,83.29,38.11
44.93,41.96,46.44
46.64,82.3,70.63
37.2,85.11,65.2
68.01,22.76,92.1
69.29,77.85,48.05
28.88,43.97,76.18
47.44,40.86,98.77
77.16,54.8,66.76
88.48,82.29,44.08
66.47,34.21,43.19
84.17,40.84,35.68
87.46,28.14,65.08
72.85,23.36,41.18
37.21,46.74,70.09
49.72,47.71,34.77
68.9,23.7,85.05
29.29,85.67,43.83
44.66,61.93,43.28
67.87,25.22,91.8
74.33,55.26,41.22
44.33,66.08,65.56
69.59,44.89,36.03
44.32,57.86,42.91
27.13,51.34,57.01
33.3,85.3,98.43
68.21,82.05,40.75
32.18,88.08,68.85
32.78,63.05,46.65
46.34,37.06,28.0
56.32,46.21,77.54
53.77,38.11,28.39
81.12,59.06,88.76
28.43,20.25,81.53
84.09,95.99,79.96
59.8,74.61,76.62
51.85,78.47,43.41
70.39,58.98,44.84
89.5,54.19,42.81
39.76,53.5,94.59
79.35,37.88,48.64
54.61,39.58,89.72
36.58,61.9,82.27
26.02,74.84,40.3
27.97,92.84,49.49
31.58,74.34,46.1
57.62,75.75,54.07
44.85,40.69,84.95
83.04,47.17,36.65
75.24,69.95,98.88
64.21,91.84,88.74
90.68,22.61,45.67
80.83,31.4,64.6
80.3,69.45,44.69
88.01,90.35,98.39
30.87,70.41,73.98
38.4,68.22,59.29
25.53,22.34,92.78
50.24,92.12,75.14
67.02,81.74,49.65
42.74,29.21,43.34
40.38,92.62,56.04
65.01,49.01,80.69
63.8,21.59,85.08
45.01,75.23,28.12
39.81,46.12,85.88
54.55,72.32,40.46
31.73,81.52,73.33
85.99,61.58,37.09
86.94,62.19,55.27
72.48,63.19,63.95
33.37,67.38,80.24
46.08,20.11,66.84
75.89,23.69,28.99
25.48,89.74,89.36
87.59,49.13,60.25
42.58,44.35,93.9
54.06,75.39,31.93
34.71,72.51,66.92
51.47,68.18,31.33
48.64,23.19,46.21
57.87,51.98,53.53
87.48,67.32,93.07
63.61,53.49,97.01
69.56,88.37,41.59
36.98,28.19,60.33
89.2,82.61,73.24
90.79,92.58,73.26
43.4,94.97,84.12
56.62,78.53,68.58
53.74,26.25,97.83
61.47,90.99,90.85
34.59,80.42,97.65
70.66,59.64,30.13
90.73,22.6,87.29
75.04,71.63,90.49
37.53,84.3,82.35
54.08,47.14,87.44
34.33,45.68,83.93
79.49,57.42,76.38
29.37,50.53,55.83
38.09,82.58,56.48
68.17,44.7,84.22
47.79,28.0,32.95
29.15,41.75,73.19
32.79,75.8,59.49
26.82,38.92,28.08
87.3,64.41,32.94
80.95,62.24,89.19
47.38,83.43,38.49
84.45,50.54,73.93
85.9,56.18,66.66
71.38,31.89,82.99
28.04,89.89,88.37
56.68,26.18,44.19
64.57,94.71,61.84
90.49,36.76,40.38
26.22,75.14,61.84
28.2,67.89,76.96
39.72,83.69,82.13
29.45,49.34,41.61
68.24,73.93,58.52
56.44,37.76,46.74
41.16,46.2,34.19
36.19,21.48,34.61
27.04,77.08,95.87
83.39,91.47,86.84
49.52,25.65,41.0
63.15,22.76,81.33
76.21,28.58,93.39
51.58,44.27,53.37
47.6,85.64,75.11
53.72,61.22,77.17
67.56,27.76,65.23
82.05,86.07,34.56
50.74,31.88,97.32
30.84,30.33,92.99
55.16,74.81,77.61
35.4,58.5,49.44
50.55,38.74,78.92
83.12,70.02,92.25
68.09,46.32,80.38
81.9,86.95,70.66
65.57,49.93,29.18
62.72,94.42,63.32
48.9,36.49,81.71
42.25,84.81,29.49
66.91,82.0,86.84
70.02,27.1,80.63
35.81,85.37,96.78
33.2,82.38,48.64
67.85,71.56,71.72
67.74,23.6,82.38
35.16,48.8,51.39
87.65,88.92,41.74
64.2,46.39,70.54
46.63,38.45,72.45
25.65,53.89,66.3
47.31,25.32,67.83
62.87,90.85,71.5
67.0,82.06,90.53
49.77,49.75,51.95
44.85,91.8,45.17
50.72,82.25,83.96
65.96,25.9,97.1
81.95,79.61,53.95
41.31,45.04,84.24
84.32,32.21,63.41
34.84,72.79,76.09
47.64,65.48,81.07
77.3,46.42,48.5
51.32,89.74,90.94
44.79,83.57,94.28
33.75,34.87,41.17
61.64,93.56,59.88
69.3,52.8,34.18
35.97,44.16,37.12
60.53,80.54,83.06
55.27,80.17,54.98
78.8,92.1,43.52
84.34,27.63,96.59
68.91,28.95,76.3
44.4,23.0,57.53
48.04,55.11,82.38
26.25,20.56,53.01
87.54,63.96,46.57
58.71,76.89,39.5
51.72,92.69,78.07
31.46,31.86,45.32
58.02,62.66,86.14
84.94,28.81,93.48
53.16,21.86,71.81
90.67,86.64,35.21
41.41,30.37,53.44
78.59,77.78,84.15
68.12,71.32,80.04
73.99,95.85,77.57
60.2,67.35,91.22
73.11,71.64,37.51
42.44,94.91,41.62
73.0,48.72,51.98
80.14,64.55,76.8
40.68,58.42,89.91
43.54,30.56,98.31
59.88,32.95,35.17
44.81,51.79,53.87
73.29,74.65,30.41
49.84,68.82,67.44
26.15,94.23,31.25
74.87,50.93,30.64
65.23,51.17,40.47
75.92,90.63,43.12
68.56,50.36,43.11
86.68,57.7,76.03
87.96,95.6,46.21
66.51,28.88,49.31
70.47,50.6,60.1
90.42,49.79,82.38
85.77,39.19,92.63
46.9,50.88,74.45
28.36,58.99,46.11
34.1,22.6,41.03
52.09,72.81,53.23
70.35,55.63,77.65
89.53,88.76,44.17
26.4,74.1,70.38
32.82,78.1,51.72
89.54,35.22,89.67
34.86,39.06,29.2
42.65,41.83,44.93
40.2,56.9,39.63
81.43,53.88,55.2
36.44,89.68,43.29
83.72,48.66,40.67
29.63,61.32,90.73
28.97,58.28,74.78
33.82,33.09,31.68
80.03,59.41,30.04
74.49,51.21,63.1
30.7,24.8,44.39
56.71,46.44,93.89
46.28,32.5,56.13
70.18,20.06,72.67
51.22,37.37,72.94
83.97,47.48,97.98
29.91,25.35,56.3
88.3,95.92,30.41
29.13,87.4,30.15
76.77,28.9,93.32
44.23,94.68,90.45
66.07,57.38,52.97
74.55,84.15,97.94
61.15,39.31,80.59
49.63,61.19,43.1
43.16,63.92,75.61
68.64,52.91,92.45
90.09,66.55,48.18
72.29,42.97,47.01
47.57,49.14,43.45
55.52,81.39,76.92
80.68,78.3,77.15
40.26,31.95,67.24
41.8,73.32,48.02
43.9,61.77,83.26
46.2,46.87,75.23
66.44,73.55,40.17
48.35,89.19,29.71
38.58,57.75,48.26
90.55,59.02,33.92
44.22,70.01,63.17
86.87,38.46,97.12
43.2,57.13,51.09
88.21,69.8,78.25
57.29,85.54,75.33
81.36,63.79,67.7
77.72,60.16,92.35
47.82,27.79,28.8
62.97,66.77,98.75
54.28,75.86,28.24
81.4,45.51,51.51
45.56,58.26,43.3
27.94,23.64,45.7
35.83,62.81,83.61
32.37,94.33,30.5
